pgNo,startX,startY,endX,endY,w,h,fntSize,txtColor,txtFnt,docName,pgW,pgH,topMargin,bottomMargin,leftMargin,rightMargin,lSize,lnNo,lWhiteSpaces,wordPosition,left_startX,left_startY,left_endX,left_endY,left_w,left_h,left_fntSize,left_txtColor,left_txtFnt,left_topMargin,left_bottomMargin,left_leftMargin,left_rightMargin,left_wordPosition,left_txt,right_startX,right_startY,right_endX,right_endY,right_w,right_h,right_fntSize,right_txtColor,right_txtFnt,right_topMargin,right_bottomMargin,right_leftMargin,right_rightMargin,right_wordPosition,right_txt,bottom_startX,bottom_startY,bottom_endX,bottom_endY,bottom_w,bottom_h,bottom_fntSize,bottom_txtColor,bottom_txtFnt,bottom_topMargin,bottom_bottomMargin,bottom_leftMargin,bottom_rightMargin,bottom_wordPosition,bottom_txt,top_startX,top_startY,top_endX,top_endY,top_w,top_h,top_fntSize,top_txtColor,top_txtFnt,top_topMargin,top_bottomMargin,top_leftMargin,top_rightMargin,top_wordPosition,top_txt,txt,label
1,426.58,215.35,452.41,218.65,25.83,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,215.35,622.35,426.58,142.59,29,7,4,5,395.8,215.35,424.26,218.65,28.46,3.3,6.599999905,-16777216,AAAAAA+Verdana,215.35,622.35,395.8,170.74,4,DETAILS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATTACH,
1,38.3,237.02,47.54,240.1,9.24,3.08,6.150000095,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,237.02,600.9,38.3,547.46,19,8,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7,237.02,56.57,240.1,6.87,3.08,6.150000095,-16777216,AAAAAA+Verdana,237.02,600.9,49.7,538.43,2,To,38.3,251.75,53.02,255.05,14.72,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",251.75,585.95,38.3,541.98,1,M/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bill,
1,49.7,237.02,56.57,240.1,6.87,3.08,6.150000095,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,237.02,600.9,49.7,538.43,19,8,5,2,38.3,237.02,47.54,240.1,9.24,3.08,6.150000095,-16777216,AAAAAA+Verdana,237.02,600.9,38.3,547.46,1,Bill,58.65,237.02,61.44,240.1,2.79,3.08,6.150000095,-16777216,AAAAAA+Verdana,237.02,600.9,58.65,533.56,3,:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,To,
1,58.65,237.02,61.44,240.1,2.79,3.08,6.150000095,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,237.02,600.9,58.65,533.56,19,8,5,3,49.7,237.02,56.57,240.1,6.87,3.08,6.150000095,-16777216,AAAAAA+Verdana,237.02,600.9,49.7,538.43,2,To,303.65,237.02,317.25,240.1,13.6,3.08,6.150000095,-16777216,AAAAAA+Verdana,237.02,600.9,303.65,277.75,4,Ship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,:,
1,303.65,237.02,317.25,240.1,13.6,3.08,6.150000095,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,237.02,600.9,303.65,277.75,19,8,5,4,58.65,237.02,61.44,240.1,2.79,3.08,6.150000095,-16777216,AAAAAA+Verdana,237.02,600.9,58.65,533.56,3,:,319.42,237.02,326.29,240.1,6.87,3.08,6.150000095,-16777216,AAAAAA+Verdana,237.02,600.9,319.42,268.71,5,To,303.65,251.75,323.72,255.05,20.07,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",251.75,585.95,303.65,271.28,5,HDFC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ship,
1,319.42,237.02,326.29,240.1,6.87,3.08,6.150000095,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,237.02,600.9,319.42,268.71,19,8,5,5,303.65,237.02,317.25,240.1,13.6,3.08,6.150000095,-16777216,AAAAAA+Verdana,237.02,600.9,303.65,277.75,4,Ship,328.45,237.02,331.24,240.1,2.79,3.08,6.150000095,-16777216,AAAAAA+Verdana,237.02,600.9,328.45,263.76,6,:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,To,
1,328.45,237.02,331.24,240.1,2.79,3.08,6.150000095,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,237.02,600.9,328.45,263.76,19,8,5,6,319.42,237.02,326.29,240.1,6.87,3.08,6.150000095,-16777216,AAAAAA+Verdana,237.02,600.9,319.42,268.71,5,To,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,:,
1,38.3,251.75,53.02,255.05,14.72,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",Boparais.pdf,595,841,251.75,585.95,38.3,541.98,31,9,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.28,251.75,75.35,255.05,20.07,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",251.75,585.95,55.28,519.65,2,HDFC,38.3,266.3,60.67,269.6,22.37,3.3,6.599999905,-16777216,AAAAAA+Verdana,266.3,571.4,38.3,534.33,1,ALOKA,38.3,237.02,47.54,240.1,9.24,3.08,6.150000095,-16777216,AAAAAA+Verdana,237.02,600.9,38.3,547.46,1,Bill,M/s,
1,55.28,251.75,75.35,255.05,20.07,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",Boparais.pdf,595,841,251.75,585.95,55.28,519.65,31,9,6,2,38.3,251.75,53.02,255.05,14.72,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",251.75,585.95,38.3,541.98,1,M/s,77.6,251.75,98.43,255.05,20.83,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",251.75,585.95,77.6,496.57,3,BANK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HDFC,
1,77.6,251.75,98.43,255.05,20.83,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",Boparais.pdf,595,841,251.75,585.95,77.6,496.57,31,9,6,3,55.28,251.75,75.35,255.05,20.07,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",251.75,585.95,55.28,519.65,2,HDFC,100.69,251.75,114.87,255.05,14.18,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",251.75,585.95,100.69,480.13,4,LTD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BANK,
1,100.69,251.75,114.87,255.05,14.18,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",Boparais.pdf,595,841,251.75,585.95,100.69,480.13,31,9,6,4,77.6,251.75,98.43,255.05,20.83,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",251.75,585.95,77.6,496.57,3,BANK,303.65,251.75,323.72,255.05,20.07,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",251.75,585.95,303.65,271.28,5,HDFC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LTD,
1,303.65,251.75,323.72,255.05,20.07,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",Boparais.pdf,595,841,251.75,585.95,303.65,271.28,31,9,6,5,100.69,251.75,114.87,255.05,14.18,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",251.75,585.95,100.69,480.13,4,LTD,325.98,251.75,346.81,255.05,20.83,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",251.75,585.95,325.98,248.19,6,BANK,303.65,266.3,326.02,269.6,22.37,3.3,6.599999905,-16777216,AAAAAA+Verdana,266.3,571.4,303.65,268.98,5,ALOKA,303.65,237.02,317.25,240.1,13.6,3.08,6.150000095,-16777216,AAAAAA+Verdana,237.02,600.9,303.65,277.75,4,Ship,HDFC,
1,325.98,251.75,346.81,255.05,20.83,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",Boparais.pdf,595,841,251.75,585.95,325.98,248.19,31,9,6,6,303.65,251.75,323.72,255.05,20.07,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",251.75,585.95,303.65,271.28,5,HDFC,349.06,251.75,363.25,255.05,14.19,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",251.75,585.95,349.06,231.75,7,LTD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BANK,
1,349.06,251.75,363.25,255.05,14.19,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",Boparais.pdf,595,841,251.75,585.95,349.06,231.75,31,9,6,7,325.98,251.75,346.81,255.05,20.83,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",251.75,585.95,325.98,248.19,6,BANK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LTD,
1,38.3,266.3,60.67,269.6,22.37,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,266.3,571.4,38.3,534.33,71,10,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,266.3,122.7,269.6,59.7,3.3,6.599999905,-16777216,AAAAAA+Verdana,266.3,571.4,63,472.3,2,"COTTAGE,,BELOW",38.3,275.9,51.49,279.2,13.19,3.3,6.599999905,-16777216,AAAAAA+Verdana,275.9,561.8,38.3,543.51,1,THE,38.3,251.75,53.02,255.05,14.72,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",251.75,585.95,38.3,541.98,1,M/s,ALOKA,
1,63,266.3,122.7,269.6,59.7,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,266.3,571.4,63,472.3,71,10,7,2,38.3,266.3,60.67,269.6,22.37,3.3,6.599999905,-16777216,AAAAAA+Verdana,266.3,571.4,38.3,534.33,1,ALOKA,125.02,266.3,156.87,269.6,31.85,3.3,6.599999905,-16777216,AAAAAA+Verdana,266.3,571.4,125.02,438.13,3,SCANDAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COTTAGE,,BELOW",
1,125.02,266.3,156.87,269.6,31.85,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,266.3,571.4,125.02,438.13,71,10,7,3,63,266.3,122.7,269.6,59.7,3.3,6.599999905,-16777216,AAAAAA+Verdana,266.3,571.4,63,472.3,2,"COTTAGE,,BELOW",159.2,266.3,182.6,269.6,23.4,3.3,6.599999905,-16777216,AAAAAA+Verdana,266.3,571.4,159.2,412.4,4,"POINT,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCANDAL,
1,159.2,266.3,182.6,269.6,23.4,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,266.3,571.4,159.2,412.4,71,10,7,4,125.02,266.3,156.87,269.6,31.85,3.3,6.599999905,-16777216,AAAAAA+Verdana,266.3,571.4,125.02,438.13,3,SCANDAL,303.65,266.3,326.02,269.6,22.37,3.3,6.599999905,-16777216,AAAAAA+Verdana,266.3,571.4,303.65,268.98,5,ALOKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POINT,",
1,303.65,266.3,326.02,269.6,22.37,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,266.3,571.4,303.65,268.98,71,10,7,5,159.2,266.3,182.6,269.6,23.4,3.3,6.599999905,-16777216,AAAAAA+Verdana,266.3,571.4,159.2,412.4,4,"POINT,",328.35,266.3,388.05,269.6,59.7,3.3,6.599999905,-16777216,AAAAAA+Verdana,266.3,571.4,328.35,206.95,6,"COTTAGE,,BELOW",303.65,275.9,316.84,279.2,13.19,3.3,6.599999905,-16777216,AAAAAA+Verdana,275.9,561.8,303.65,278.16,4,THE,303.65,251.75,323.72,255.05,20.07,3.3,6.599999905,-16777216,"AAAAAB+Verdana,Bold",251.75,585.95,303.65,271.28,5,HDFC,ALOKA,
1,328.35,266.3,388.05,269.6,59.7,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,266.3,571.4,328.35,206.95,71,10,7,6,303.65,266.3,326.02,269.6,22.37,3.3,6.599999905,-16777216,AAAAAA+Verdana,266.3,571.4,303.65,268.98,5,ALOKA,390.37,266.3,422.22,269.6,31.85,3.3,6.599999905,-16777216,AAAAAA+Verdana,266.3,571.4,390.37,172.78,7,SCANDAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COTTAGE,,BELOW",
1,390.37,266.3,422.22,269.6,31.85,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,266.3,571.4,390.37,172.78,71,10,7,7,328.35,266.3,388.05,269.6,59.7,3.3,6.599999905,-16777216,AAAAAA+Verdana,266.3,571.4,328.35,206.95,6,"COTTAGE,,BELOW",424.55,266.3,447.95,269.6,23.4,3.3,6.599999905,-16777216,AAAAAA+Verdana,266.3,571.4,424.55,147.05,8,"POINT,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCANDAL,
1,424.55,266.3,447.95,269.6,23.4,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,266.3,571.4,424.55,147.05,71,10,7,8,390.37,266.3,422.22,269.6,31.85,3.3,6.599999905,-16777216,AAAAAA+Verdana,266.3,571.4,390.37,172.78,7,SCANDAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POINT,",
1,38.3,275.9,51.49,279.2,13.19,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,275.9,561.8,38.3,543.51,43,11,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.82,275.9,71.25,279.2,17.43,3.3,6.599999905,-16777216,AAAAAA+Verdana,275.9,561.8,53.82,523.75,2,MALL,38.3,285.5,64.3,288.8,26,3.3,6.599999905,-16777216,AAAAAA+Verdana,285.5,552.2,38.3,530.7,1,SHIMLA,38.3,266.3,60.67,269.6,22.37,3.3,6.599999905,-16777216,AAAAAA+Verdana,266.3,571.4,38.3,534.33,1,ALOKA,THE,
1,53.82,275.9,71.25,279.2,17.43,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,275.9,561.8,53.82,523.75,43,11,5,2,38.3,275.9,51.49,279.2,13.19,3.3,6.599999905,-16777216,AAAAAA+Verdana,275.9,561.8,38.3,543.51,1,THE,73.57,275.9,123.76,279.2,50.19,3.3,6.599999905,-16777216,AAAAAA+Verdana,275.9,561.8,73.57,471.24,3,"ROAD,SHIMLA,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MALL,
1,73.57,275.9,123.76,279.2,50.19,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,275.9,561.8,73.57,471.24,43,11,5,3,53.82,275.9,71.25,279.2,17.43,3.3,6.599999905,-16777216,AAAAAA+Verdana,275.9,561.8,53.82,523.75,2,MALL,303.65,275.9,316.84,279.2,13.19,3.3,6.599999905,-16777216,AAAAAA+Verdana,275.9,561.8,303.65,278.16,4,THE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROAD,SHIMLA,",
1,303.65,275.9,316.84,279.2,13.19,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,275.9,561.8,303.65,278.16,43,11,5,4,73.57,275.9,123.76,279.2,50.19,3.3,6.599999905,-16777216,AAAAAA+Verdana,275.9,561.8,73.57,471.24,3,"ROAD,SHIMLA,",319.17,275.9,336.6,279.2,17.43,3.3,6.599999905,-16777216,AAAAAA+Verdana,275.9,561.8,319.17,258.4,5,MALL,303.65,285.5,329.65,288.8,26,3.3,6.599999905,-16777216,AAAAAA+Verdana,285.5,552.2,303.65,265.35,2,SHIMLA,303.65,266.3,326.02,269.6,22.37,3.3,6.599999905,-16777216,AAAAAA+Verdana,266.3,571.4,303.65,268.98,5,ALOKA,THE,
1,319.17,275.9,336.6,279.2,17.43,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,275.9,561.8,319.17,258.4,43,11,5,5,303.65,275.9,316.84,279.2,13.19,3.3,6.599999905,-16777216,AAAAAA+Verdana,275.9,561.8,303.65,278.16,4,THE,338.92,275.9,389.11,279.2,50.19,3.3,6.599999905,-16777216,AAAAAA+Verdana,275.9,561.8,338.92,205.89,6,"ROAD,SHIMLA,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MALL,
1,338.92,275.9,389.11,279.2,50.19,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,275.9,561.8,338.92,205.89,43,11,5,6,319.17,275.9,336.6,279.2,17.43,3.3,6.599999905,-16777216,AAAAAA+Verdana,275.9,561.8,319.17,258.4,5,MALL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROAD,SHIMLA,",
1,38.3,285.5,64.3,288.8,26,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,285.5,552.2,38.3,530.7,13,12,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.65,285.5,329.65,288.8,26,3.3,6.599999905,-16777216,AAAAAA+Verdana,285.5,552.2,303.65,265.35,2,SHIMLA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3,275.9,51.49,279.2,13.19,3.3,6.599999905,-16777216,AAAAAA+Verdana,275.9,561.8,38.3,543.51,1,THE,SHIMLA,
1,303.65,285.5,329.65,288.8,26,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,285.5,552.2,303.65,265.35,13,12,1,2,38.3,285.5,64.3,288.8,26,3.3,6.599999905,-16777216,AAAAAA+Verdana,285.5,552.2,38.3,530.7,1,SHIMLA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.65,295.1,339.22,298.4,35.57,3.3,6.599999905,-16777216,AAAAAA+Verdana,295.1,542.6,303.65,255.78,1,HIMACHAL,303.65,275.9,316.84,279.2,13.19,3.3,6.599999905,-16777216,AAAAAA+Verdana,275.9,561.8,303.65,278.16,4,THE,SHIMLA,
1,303.65,295.1,339.22,298.4,35.57,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,295.1,542.6,303.65,255.78,17,13,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.54,295.1,375.76,298.4,34.22,3.3,6.599999905,-16777216,AAAAAA+Verdana,295.1,542.6,341.54,219.24,2,"PRADESH,",303.65,304.7,317.35,308,13.7,3.3,6.599999905,-16777216,AAAAAA+Verdana,304.7,533,303.65,277.65,5,GST,303.65,285.5,329.65,288.8,26,3.3,6.599999905,-16777216,AAAAAA+Verdana,285.5,552.2,303.65,265.35,2,SHIMLA,HIMACHAL,
1,341.54,295.1,375.76,298.4,34.22,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,295.1,542.6,341.54,219.24,17,13,1,2,303.65,295.1,339.22,298.4,35.57,3.3,6.599999905,-16777216,AAAAAA+Verdana,295.1,542.6,303.65,255.78,1,HIMACHAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRADESH,",
1,38.3,304.7,51.99,308,13.69,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,304.7,533,38.3,543.01,50,14,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.32,304.7,65.66,308,11.34,3.3,6.599999905,-16777216,AAAAAA+Verdana,304.7,533,54.32,529.34,2,No.,38.3,314.3,51.99,317.6,13.69,3.3,6.599999905,-16777216,AAAAAA+Verdana,314.3,523.4,38.3,543.01,1,GST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GST,
1,54.32,304.7,65.66,308,11.34,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,304.7,533,54.32,529.34,50,14,7,2,38.3,304.7,51.99,308,13.69,3.3,6.599999905,-16777216,AAAAAA+Verdana,304.7,533,38.3,543.01,1,GST,67.99,304.7,70.98,308,2.99,3.3,6.599999905,-16777216,AAAAAA+Verdana,304.7,533,67.99,524.02,3,:,54.32,314.3,71.93,317.6,17.61,3.3,6.599999905,-16777216,AAAAAA+Verdana,314.3,523.4,54.32,523.07,2,State,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No.,
1,67.99,304.7,70.98,308,2.99,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,304.7,533,67.99,524.02,50,14,7,3,54.32,304.7,65.66,308,11.34,3.3,6.599999905,-16777216,AAAAAA+Verdana,304.7,533,54.32,529.34,2,No.,73.31,304.7,139.67,308,66.36,3.3,6.599999905,-16777216,AAAAAA+Verdana,304.7,533,73.31,455.33,4,02AAACH2702H1ZC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,:,
1,73.31,304.7,139.67,308,66.36,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,304.7,533,73.31,455.33,50,14,7,4,67.99,304.7,70.98,308,2.99,3.3,6.599999905,-16777216,AAAAAA+Verdana,304.7,533,67.99,524.02,3,:,303.65,304.7,317.35,308,13.7,3.3,6.599999905,-16777216,AAAAAA+Verdana,304.7,533,303.65,277.65,5,GST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02AAACH2702H1ZC,
1,303.65,304.7,317.35,308,13.7,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,304.7,533,303.65,277.65,50,14,7,5,73.31,304.7,139.67,308,66.36,3.3,6.599999905,-16777216,AAAAAA+Verdana,304.7,533,73.31,455.33,4,02AAACH2702H1ZC,319.67,304.7,328.61,308,8.94,3.3,6.599999905,-16777216,AAAAAA+Verdana,304.7,533,319.67,266.39,6,No,303.65,314.3,317.35,317.6,13.7,3.3,6.599999905,-16777216,AAAAAA+Verdana,314.3,523.4,303.65,277.65,7,GST,303.65,295.1,339.22,298.4,35.57,3.3,6.599999905,-16777216,AAAAAA+Verdana,295.1,542.6,303.65,255.78,1,HIMACHAL,GST,
1,319.67,304.7,328.61,308,8.94,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,304.7,533,319.67,266.39,50,14,7,6,303.65,304.7,317.35,308,13.7,3.3,6.599999905,-16777216,AAAAAA+Verdana,304.7,533,303.65,277.65,5,GST,330.93,304.7,333.93,308,3,3.3,6.599999905,-16777216,AAAAAA+Verdana,304.7,533,330.93,261.07,7,:,319.67,314.3,337.28,317.6,17.61,3.3,6.599999905,-16777216,AAAAAA+Verdana,314.3,523.4,319.67,257.72,8,State,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,
1,330.93,304.7,333.93,308,3,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,304.7,533,330.93,261.07,50,14,7,7,319.67,304.7,328.61,308,8.94,3.3,6.599999905,-16777216,AAAAAA+Verdana,304.7,533,319.67,266.39,6,No,336.25,304.7,402.62,308,66.37,3.3,6.599999905,-16777216,AAAAAA+Verdana,304.7,533,336.25,192.38,8,02AAACH2702H1ZC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,:,
1,336.25,304.7,402.62,308,66.37,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,304.7,533,336.25,192.38,50,14,7,8,330.93,304.7,333.93,308,3,3.3,6.599999905,-16777216,AAAAAA+Verdana,304.7,533,330.93,261.07,7,:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02AAACH2702H1ZC,
1,38.3,314.3,51.99,317.6,13.69,3.3,6.599999905,-16777216,AAAAAA+Verdana,Boparais.pdf,595,841,314.3,523.4,38.3,543.01,67,15,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.32,314.3,71.93,317.6,17.61,3.3,6.599999905,-16777216,AAAAAA+Verdana,314.3,523.4,54.32,523.07,2,State,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3,304.7,51.99,308,13.69,3.3,6.599999905,-16777216,AAAAAA+Verdana,304.7,533,38.3,543.01,1,GST,GST,
